ref,fig,site,lat,lon,sample,haplotype,presence
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,7,C125,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,7,C129,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,7,C1gg,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,7,C1gg-hh,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,7,C126,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,7,B40,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,7,C124,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,7,C128,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,7,C1c-ff,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,7,B18,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,7,C127,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,7,C7d,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,7,C7,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,7,C1hh,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C1m,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C.b,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C.a,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C.33.1e,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C.33.1d,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C.33.1c,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C.33.1b,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C.33.1a,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,D1,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C.e,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C.d,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,A.a,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,F,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C7,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,B18,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C.c,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C1c,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C1h,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C3ii,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C40,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,D1a,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C1,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C123,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C3,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C3jj,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C21,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C130,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C125,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C129,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C1gg,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C1gg-hh,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C126,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,B40,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C124,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C128,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C1c-ff,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,B18,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C127,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C7d,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C7,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,8,C1hh,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C1m,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C.b,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C.a,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C.33.1e,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C.33.1d,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C.33.1c,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C.33.1b,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C.33.1a,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,D1,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C.e,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C.d,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,A.a,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,F,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C7,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,B18,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C.c,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C1c,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C1h,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C3ii,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C40,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,D1a,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C1,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C123,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C3,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C3jj,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C21,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C130,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C125,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C129,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C1gg,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C1gg-hh,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C126,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,B40,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C124,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C128,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C1c-ff,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,B18,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C127,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C7d,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C7,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,9,C1hh,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C1m,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C.b,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C.a,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C.33.1e,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C.33.1d,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C.33.1c,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C.33.1b,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C.33.1a,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,D1,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C.e,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C.d,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,A.a,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,F,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C7,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,B18,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C.c,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C1c,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C1h,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C3ii,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C40,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,D1a,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C1,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C123,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C3,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C3jj,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C21,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C130,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C125,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C129,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C1gg,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C1gg-hh,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C126,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,B40,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C124,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C128,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C1c-ff,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,B18,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C127,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C7d,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C7,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,10,C1hh,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C1m,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C.b,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C.a,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C.33.1e,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C.33.1d,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C.33.1c,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C.33.1b,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C.33.1a,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,D1,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C.e,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C.d,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,A.a,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,F,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C7,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,B18,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C.c,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C1c,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C1h,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C3ii,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C40,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,D1a,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C1,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C123,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C3,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C3jj,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C21,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C130,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C125,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C129,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C1gg,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C1gg-hh,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C126,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,B40,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C124,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C128,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C1c-ff,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,B18,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C127,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C7d,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C7,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,11,C1hh,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C1m,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C.b,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C.a,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C.33.1e,1
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C.33.1d,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C.33.1c,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C.33.1b,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C.33.1a,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,D1,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C.e,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C.d,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,A.a,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,F,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C7,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,B18,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C.c,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C1c,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C1h,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C3ii,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C40,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,D1a,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C1,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C123,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C3,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C3jj,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C21,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C130,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C125,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C129,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C1gg,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C1gg-hh,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C126,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,B40,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C124,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C128,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C1c-ff,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,B18,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C127,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C7d,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C7,0
"zweifler, 2024",2,Montebello Islands,20°31′16″S,115°32′39″E,12,C1hh,0
